created_at,entry_id,field1,latitude,longitude,elevation,status
2018-12-21 13:18:56 UTC,95,220.010010958,,,,
2018-12-21 13:48:57 UTC,96,220.85000515,,,,
2018-12-21 14:00:54 UTC,97,335.080236912,,,,
2018-12-21 14:24:54 UTC,98,203.060005903,,,,
2018-12-21 14:58:13 UTC,99,218.605003119,,,,
2018-12-21 15:28:46 UTC,100,219.330177784,,,,
2018-12-21 16:29:22 UTC,101,217.10688591,,,,
2018-12-21 16:59:02 UTC,102,219.435837984,,,,
2018-12-21 18:50:59 UTC,103,210.729985952,,,,
2018-12-21 19:18:06 UTC,104,202.800004005,,,,
2018-12-21 21:57:28 UTC,105,207.070016146,,,,
2018-12-21 22:48:10 UTC,106,209.844784975,,,,
2018-12-21 23:39:34 UTC,107,215.819984913,,,,
2018-12-22 00:31:36 UTC,108,220.39004302,,,,
2018-12-22 01:21:22 UTC,109,217.629988909,,,,
2018-12-22 02:12:31 UTC,110,219.790025949,,,,
2018-12-22 03:02:55 UTC,111,224.938354015,,,,
2018-12-22 04:22:34 UTC,112,397.380004883,,,,
2018-12-22 04:52:05 UTC,113,241.019996166,,,,
2018-12-22 05:19:11 UTC,114,222.839801073,,,,
2018-12-22 05:46:53 UTC,115,215.929945946,,,,
2018-12-22 06:48:08 UTC,116,202.580186844,,,,
2018-12-22 07:50:54 UTC,117,198.142354012,,,,
2018-12-22 08:51:52 UTC,118,219.480195045,,,,
2018-12-22 10:28:13 UTC,119,217.079971075,,,,
2018-12-22 11:33:47 UTC,120,219.539994955,,,,
2018-12-22 12:07:38 UTC,121,221.790199041,,,,
2018-12-22 12:39:19 UTC,122,217.101428986,,,,
2018-12-22 13:13:15 UTC,123,216.050415039,,,,
2018-12-22 14:19:17 UTC,124,220.877625942,,,,
2018-12-22 15:25:25 UTC,125,221.214915991,,,,
2018-12-22 16:31:48 UTC,126,214.739928961,,,,
2018-12-22 17:31:48 UTC,127,226.191972017,,,,
2018-12-22 18:00:42 UTC,128,223.320339918,,,,
2018-12-22 18:33:51 UTC,129,221.266077995,,,,
2018-12-22 19:04:09 UTC,130,219.019999981,,,,
2018-12-22 20:27:45 UTC,131,201.426425934,,,,
2018-12-22 23:02:27 UTC,132,200.240013838,,,,
2018-12-22 23:56:40 UTC,133,210.3198421,,,,
2018-12-23 02:08:42 UTC,134,205.029991865,,,,
2018-12-23 04:04:26 UTC,135,204.020022154,,,,
2018-12-23 04:55:14 UTC,136,228.711321115,,,,
2018-12-23 05:27:11 UTC,137,222.134487152,,,,
2018-12-23 05:58:49 UTC,138,220.000001907,,,,
2018-12-23 06:30:40 UTC,139,225.25003314,,,,
2018-12-23 07:35:39 UTC,140,224.463237047,,,,
2018-12-23 08:08:56 UTC,141,225.700823069,,,,
2018-12-23 09:48:24 UTC,142,223.609997988,,,,
2018-12-23 10:21:15 UTC,143,221.783135891,,,,
2018-12-23 12:40:20 UTC,144,225.229943991,,,,
2018-12-23 13:46:58 UTC,145,226.980021,,,,
2018-12-23 15:28:39 UTC,146,216.580004215,,,,
2018-12-23 15:59:40 UTC,147,215.799998999,,,,
2018-12-23 16:29:27 UTC,148,229.570008993,,,,
2018-12-23 17:07:34 UTC,149,211.330064058,,,,
2018-12-23 17:42:20 UTC,150,213.550407887,,,,
2018-12-23 19:25:06 UTC,151,217.320876122,,,,
2018-12-23 23:34:59 UTC,152,217.790181875,,,,
2018-12-24 01:34:58 UTC,153,212.340067863,,,,
2018-12-24 04:54:34 UTC,154,225.768425941,,,,
2018-12-24 05:27:04 UTC,155,217.61619091,,,,
2018-12-24 06:37:08 UTC,156,230.090010166,,,,
2018-12-24 07:11:31 UTC,157,217.860426903,,,,
2018-12-24 07:43:47 UTC,158,221.614069939,,,,
2018-12-24 08:47:53 UTC,159,229.451395988,,,,
2018-12-24 09:18:55 UTC,160,222.45746398,,,,
2018-12-24 16:02:57 UTC,161,576.448542118,,,,
2018-12-24 16:15:17 UTC,162,463.060000896,,,,
2018-12-24 16:25:45 UTC,163,314.760241032,,,,
2018-12-24 17:26:04 UTC,164,212.410024881,,,,
2018-12-24 19:34:51 UTC,165,220.608150005,,,,
2018-12-24 20:11:39 UTC,166,204.452093124,,,,
2018-12-24 23:40:45 UTC,167,206.128015995,,,,
2018-12-25 00:37:14 UTC,168,214.059967995,,,,
2018-12-25 01:29:34 UTC,169,211.510044098,,,,
2018-12-25 02:25:52 UTC,170,211.867240906,,,,
2018-12-25 04:14:34 UTC,171,268.329663038,,,,
2018-12-25 04:31:09 UTC,172,325.715133905,,,,
2018-12-25 05:00:19 UTC,173,233.450073004,,,,
2018-12-25 05:29:06 UTC,174,228.441759109,,,,
2018-12-25 06:28:10 UTC,175,220.739999056,,,,
2018-12-25 07:27:22 UTC,176,227.410089016,,,,
2018-12-25 07:57:41 UTC,177,219.190034151,,,,
2018-12-25 08:27:23 UTC,178,227.394043922,,,,
2018-12-25 08:57:10 UTC,179,223.811882973,,,,
2018-12-25 10:44:59 UTC,180,378.559999943,,,,
2018-12-25 12:41:56 UTC,181,221.940165043,,,,
2018-12-25 13:12:33 UTC,182,228.795892954,,,,
2018-12-25 13:44:19 UTC,183,217.540058136,,,,
2018-12-25 14:14:32 UTC,184,223.482237101,,,,
2018-12-25 14:45:35 UTC,185,218.591636181,,,,
2018-12-25 15:16:55 UTC,186,222.316004992,,,,
2018-12-25 16:17:36 UTC,187,211.640000105,,,,
2018-12-25 17:49:21 UTC,188,222.821346045,,,,
2018-12-25 18:20:03 UTC,189,221.11219883,,,,
2018-12-25 19:18:19 UTC,190,228.986646175,,,,
2018-12-25 19:33:41 UTC,191,514.565808058,,,,
2018-12-25 19:55:28 UTC,192,216.991949081,,,,
2018-12-25 22:16:11 UTC,193,217.421201944,,,,
2018-12-26 00:36:48 UTC,194,216.579988956,,,,
2018-12-26 04:54:56 UTC,195,230.49198103,,,,
2018-12-26 05:19:35 UTC,196,227.681758881,,,,
2018-12-26 05:44:18 UTC,197,227.067332983,,,,
2018-12-26 06:32:53 UTC,198,229.300122976,,,,
2018-12-26 06:57:40 UTC,199,223.427340984,,,,
2018-12-26 07:46:49 UTC,200,227.758759975,,,,
2018-12-26 08:06:11 UTC,201,425.749135971,,,,
2018-12-26 08:18:55 UTC,202,205.827285051,,,,
2018-12-26 08:45:13 UTC,203,209.494980812,,,,
2018-12-26 09:38:51 UTC,204,228.193500042,,,,
2018-12-26 10:08:12 UTC,205,216.190260887,,,,
2018-12-26 11:55:18 UTC,206,218.123254061,,,,
2018-12-26 13:20:49 UTC,207,221.034950018,,,,
2018-12-26 13:50:22 UTC,208,221.961102009,,,,
2018-12-26 14:46:58 UTC,209,222.940082073,,,,
2018-12-26 16:36:25 UTC,210,213.979990959,,,,
2018-12-26 17:10:39 UTC,211,533.78002286,,,,
2018-12-26 17:53:29 UTC,212,201.930003166,,,,
2018-12-26 18:22:01 UTC,213,216.667632103,,,,
2018-12-26 18:49:28 UTC,214,216.199958086,,,,
2018-12-26 19:18:14 UTC,215,218.06150794,,,,
2018-12-26 20:44:07 UTC,216,202.723503113,,,,
2018-12-26 21:48:18 UTC,217,214.759420156,,,,
2018-12-26 22:36:40 UTC,218,221.472887993,,,,
2018-12-27 02:17:26 UTC,219,227.717851162,,,,
2018-12-27 02:58:29 UTC,220,226.440210819,,,,
2018-12-27 03:41:31 UTC,221,223.840055943,,,,
2018-12-27 04:19:29 UTC,222,404.344367027,,,,
2018-12-27 05:04:59 UTC,223,225.680000067,,,,
2018-12-27 05:52:55 UTC,224,220.200033903,,,,
2018-12-27 06:16:35 UTC,225,224.511688948,,,,
2018-12-27 07:54:21 UTC,226,254.080031157,,,,
2018-12-27 08:55:19 UTC,227,211.619989872,,,,
2018-12-27 09:22:33 UTC,228,212.104646921,,,,
2018-12-27 09:50:18 UTC,229,215.884637117,,,,
2018-12-27 10:18:50 UTC,230,212.960515976,,,,
2018-12-27 11:15:53 UTC,231,221.960123062,,,,
2018-12-27 12:13:31 UTC,232,219.96002984,,,,
2018-12-27 13:12:10 UTC,233,219.86563015,,,,
2018-12-27 15:09:21 UTC,234,223.284976006,,,,
2018-12-27 16:36:16 UTC,235,217.751816988,,,,
2018-12-27 17:04:15 UTC,236,220.283046961,,,,
2018-12-27 17:32:36 UTC,237,220.430912971,,,,
2018-12-27 18:05:10 UTC,238,507.279986143,,,,
2018-12-27 18:59:52 UTC,239,211.723320961,,,,
2018-12-27 19:56:42 UTC,240,222.598059893,,,,
2018-12-27 21:14:36 UTC,241,193.950052023,,,,
2018-12-27 22:09:49 UTC,242,218.326463938,,,,
2018-12-27 23:44:02 UTC,243,221.060267925,,,,
2018-12-28 01:14:00 UTC,244,220.430613041,,,,
2018-12-28 04:12:09 UTC,245,224.589658022,,,,
2018-12-28 04:25:29 UTC,246,350.188477039,,,,
2018-12-28 04:49:44 UTC,247,239.677843094,,,,
2018-12-28 05:38:22 UTC,248,220.42179203,,,,
2018-12-28 06:27:52 UTC,249,218.791887045,,,,
2018-12-28 07:03:17 UTC,250,210.339950085,,,,
2018-12-28 07:29:51 UTC,251,215.600027084,,,,
2018-12-28 07:55:15 UTC,252,217.056943893,,,,
2018-12-28 08:21:34 UTC,253,217.000042915,,,,
2018-12-28 08:47:17 UTC,254,219.630144119,,,,
2018-12-28 09:13:48 UTC,255,217.679809093,,,,
2018-12-28 09:40:29 UTC,256,223.139805079,,,,
2018-12-28 11:00:33 UTC,257,215.227473974,,,,
2018-12-28 11:28:23 UTC,258,217.630200863,,,,
2018-12-28 12:53:44 UTC,259,223.175041914,,,,
2018-12-28 13:50:07 UTC,260,225.210037947,,,,
2018-12-28 14:46:17 UTC,261,222.531404018,,,,
2018-12-28 15:07:12 UTC,262,572.140290976,,,,
2018-12-28 17:17:08 UTC,263,221.008685112,,,,
2018-12-28 17:45:02 UTC,264,225.138896942,,,,
2018-12-28 18:42:03 UTC,265,223.788330078,,,,
2018-12-28 21:40:23 UTC,266,196.115282059,,,,
2018-12-28 22:26:16 UTC,267,208.779998064,,,,
2018-12-28 23:17:05 UTC,268,215.699737787,,,,
2018-12-29 00:05:15 UTC,269,217.552008867,,,,
2018-12-29 00:55:07 UTC,270,224.519995928,,,,
2018-12-29 01:43:14 UTC,271,225.680001974,,,,
2018-12-29 02:30:19 UTC,272,225.115674019,,,,
2018-12-29 02:42:39 UTC,273,381.926805019,,,,
2018-12-29 03:27:20 UTC,274,205.400000811,,,,
2018-12-29 04:14:00 UTC,275,252.199045897,,,,
2018-12-29 04:52:43 UTC,276,226.718445063,,,,
2018-12-29 05:17:49 UTC,277,213.802253008,,,,
2018-12-29 05:43:54 UTC,278,214.500029087,,,,
2018-12-29 06:09:29 UTC,279,217.356466055,,,,
2018-12-29 06:35:22 UTC,280,222.125679016,,,,
2018-12-29 07:00:51 UTC,281,224.580047846,,,,
2018-12-29 07:26:34 UTC,282,217.589993954,,,,
2018-12-29 08:18:40 UTC,283,223.845711946,,,,
2018-12-29 08:45:48 UTC,284,223.602669001,,,,
2018-12-29 09:39:24 UTC,285,227.625408173,,,,
2018-12-29 10:06:00 UTC,286,224.820003986,,,,
2018-12-29 10:33:46 UTC,287,222.320196152,,,,
2018-12-29 11:29:01 UTC,288,220.550013065,,,,
2018-12-29 12:53:08 UTC,289,224.384905815,,,,
2018-12-29 13:49:08 UTC,290,218.892724037,,,,
2018-12-29 14:17:42 UTC,291,224.190372944,,,,
2018-12-29 14:45:57 UTC,292,226.141963005,,,,
2018-12-29 15:42:54 UTC,293,227.859419107,,,,
2018-12-29 16:10:28 UTC,294,215.307244062,,,,
2018-12-29 16:37:53 UTC,295,222.150225163,,,,
2018-12-29 17:34:24 UTC,296,224.120001078,,,,
2018-12-29 18:32:58 UTC,297,233.295094013,,,,
2018-12-29 19:04:01 UTC,298,402.940005064,,,,
2018-12-29 19:13:51 UTC,299,294.045624018,,,,
2018-12-29 22:36:53 UTC,300,216.844451904,,,,
2018-12-29 23:24:34 UTC,301,210.66000104,,,,
2018-12-30 01:45:30 UTC,302,226.719961882,,,,
2018-12-30 02:32:13 UTC,303,215.010005951,,,,
2018-12-30 03:18:58 UTC,304,221.012181044,,,,
2018-12-30 04:08:34 UTC,305,221.983971119,,,,
2018-12-30 04:24:05 UTC,306,340.77217412,,,,
2018-12-30 05:19:52 UTC,307,217.259967089,,,,
2018-12-30 05:48:27 UTC,308,222.520648003,,,,
2018-12-30 07:15:55 UTC,309,225.267785072,,,,
2018-12-30 07:45:21 UTC,310,220.399730206,,,,
2018-12-30 08:14:08 UTC,311,224.266347885,,,,
2018-12-30 08:43:17 UTC,312,223.24002409,,,,
2018-12-30 09:13:22 UTC,313,221.320114136,,,,
2018-12-30 09:36:17 UTC,314,391.68001008,,,,
2018-12-30 09:51:34 UTC,315,206.253515005,,,,
2018-12-30 10:52:55 UTC,316,218.060931921,,,,
2018-12-30 11:24:06 UTC,317,213.755421162,,,,
2018-12-30 13:24:07 UTC,318,221.550042152,,,,
2018-12-30 13:54:46 UTC,319,222.039997101,,,,
2018-12-30 14:53:30 UTC,320,221.149943829,,,,
2018-12-30 15:23:21 UTC,321,225.73982501,,,,
2018-12-30 15:52:40 UTC,322,229.349964142,,,,
2018-12-30 16:22:23 UTC,323,221.729986191,,,,
2018-12-30 17:24:10 UTC,324,223.430072069,,,,
2018-12-30 17:55:10 UTC,325,215.287636995,,,,
2018-12-30 18:58:03 UTC,326,220.291986942,,,,
2018-12-30 19:29:35 UTC,327,222.724995852,,,,
2018-12-30 20:00:23 UTC,328,213.405889034,,,,
2018-12-30 21:21:43 UTC,329,193.171396971,,,,
2018-12-31 00:15:41 UTC,330,215.940047979,,,,
2018-12-31 01:08:23 UTC,331,211.292864084,,,,
2018-12-31 01:59:25 UTC,332,221.001487017,,,,
2018-12-31 03:36:41 UTC,333,209.600030184,,,,
2018-12-31 04:23:34 UTC,334,651.820000887,,,,
2018-12-31 05:13:03 UTC,335,218.729803801,,,,
2018-12-31 07:07:26 UTC,336,223.589986086,,,,
2018-12-31 08:06:10 UTC,337,220.600030184,,,,
2018-12-31 09:03:37 UTC,338,225.939992905,,,,
2018-12-31 09:32:02 UTC,339,224.003701925,,,,
2018-12-31 10:01:11 UTC,340,219.81018281,,,,
2018-12-31 11:00:20 UTC,341,207.818117142,,,,
2018-12-31 12:21:16 UTC,342,217.283250093,,,,
2018-12-31 13:15:41 UTC,343,222.239993811,,,,
2018-12-31 13:42:47 UTC,344,225.666575909,,,,
2018-12-31 15:05:13 UTC,345,228.309366941,,,,
2018-12-31 15:37:56 UTC,346,499.728048086,,,,
2018-12-31 16:42:49 UTC,347,216.46262908,,,,
2018-12-31 17:10:54 UTC,348,217.423021078,,,,
2018-12-31 17:37:29 UTC,349,218.699112892,,,,
2018-12-31 19:56:29 UTC,350,222.2789042,,,,
2018-12-31 22:16:45 UTC,351,205.13897109,,,,
2018-12-31 23:10:01 UTC,352,214.500004053,,,,
2018-12-31 23:59:00 UTC,353,217.950037003,,,,
2019-01-01 00:51:52 UTC,354,216.199990034,,,,
2019-01-01 01:38:53 UTC,355,216.460757017,,,,
2019-01-01 02:33:28 UTC,356,222.040030956,,,,
2019-01-01 03:21:11 UTC,357,221.055250883,,,,
2019-01-01 03:39:13 UTC,358,363.750038862,,,,
2019-01-01 04:18:37 UTC,359,386.063369989,,,,
2019-01-01 04:42:23 UTC,360,270.61998415,,,,
2019-01-01 05:34:22 UTC,361,226.200000048,,,,
2019-01-01 06:01:06 UTC,362,215.980012894,,,,
2019-01-01 06:27:46 UTC,363,216.320001125,,,,
2019-01-01 06:54:28 UTC,364,220.789995909,,,,
2019-01-01 07:22:06 UTC,365,223.319972992,,,,
2019-01-01 07:49:32 UTC,366,223.85999918,,,,
2019-01-01 08:17:42 UTC,367,220.868573904,,,,
2019-01-01 09:11:22 UTC,368,216.069974184,,,,
2019-01-01 10:39:37 UTC,369,218.229417086,,,,
2019-01-01 11:09:57 UTC,370,222.695523977,,,,
2019-01-01 11:38:22 UTC,371,221.770024061,,,,
2019-01-01 12:08:35 UTC,372,225.680009127,,,,
2019-01-01 12:40:21 UTC,373,227.189992905,,,,
2019-01-01 13:38:31 UTC,374,223.860029936,,,,
2019-01-01 14:09:43 UTC,375,219.229779005,,,,
2019-01-01 14:39:43 UTC,376,231.703617096,,,,
2019-01-01 15:09:16 UTC,377,226.500057936,,,,
2019-01-01 16:36:45 UTC,378,223.849766016,,,,
2019-01-01 17:06:30 UTC,379,224.122062922,,,,
2019-01-01 17:35:10 UTC,380,224.012650967,,,,
2019-01-01 18:03:54 UTC,381,227.083425045,,,,
2019-01-01 18:32:48 UTC,382,219.010039806,,,,
2019-01-01 19:02:40 UTC,383,463.801651955,,,,
2019-01-01 19:13:58 UTC,384,399.590125084,,,,
2019-01-01 19:59:38 UTC,385,196.349655867,,,,
2019-01-01 21:25:30 UTC,386,187.878669977,,,,
2019-01-01 22:42:24 UTC,387,198.228146076,,,,
2019-01-01 23:36:22 UTC,388,203.885293961,,,,
2019-01-02 01:31:44 UTC,389,209.684566021,,,,
2019-01-02 03:14:42 UTC,390,217.039987087,,,,
2019-01-02 04:02:14 UTC,391,217.250082016,,,,
2019-01-02 04:23:09 UTC,392,352.040003061,,,,
2019-01-02 04:49:41 UTC,393,242.060031891,,,,
2019-01-02 05:17:48 UTC,394,216.362899065,,,,
2019-01-02 05:43:40 UTC,395,226.750529051,,,,
2019-01-02 06:10:11 UTC,396,220.359972,,,,
2019-01-02 06:36:46 UTC,397,224.220195055,,,,
2019-01-02 07:58:43 UTC,398,224.780213118,,,,
2019-01-02 09:18:28 UTC,399,225.38024497,,,,
2019-01-02 09:44:50 UTC,400,223.080000877,,,,
2019-01-02 10:11:42 UTC,401,224.43001914,,,,
2019-01-02 11:06:01 UTC,402,228.63998723,,,,
2019-01-02 12:25:41 UTC,403,223.640033007,,,,
2019-01-02 13:50:51 UTC,404,216.670536995,,,,
2019-01-02 14:43:01 UTC,405,223.053757906,,,,
2019-01-02 15:35:00 UTC,406,217.330189943,,,,
2019-01-02 15:59:56 UTC,407,227.380043983,,,,
2019-01-02 16:49:07 UTC,408,219.930452108,,,,
2019-01-02 17:14:46 UTC,409,223.710532904,,,,
2019-01-02 18:04:40 UTC,410,222.560013056,,,,
2019-01-02 18:29:55 UTC,411,225.788640976,,,,
2019-01-02 18:54:31 UTC,412,224.880408049,,,,
2019-01-02 19:19:50 UTC,413,223.619996071,,,,
2019-01-02 21:33:10 UTC,414,213.130016088,,,,
2019-01-02 23:41:15 UTC,415,229.96884799,,,,
2019-01-03 01:47:04 UTC,416,223.70390892,,,,
2019-01-03 02:25:55 UTC,417,218.557483912,,,,
2019-01-03 03:08:23 UTC,418,221.249403,,,,
2019-01-03 04:20:54 UTC,419,408.772588968,,,,
2019-01-03 04:43:46 UTC,420,245.960003853,,,,
2019-01-03 05:10:04 UTC,421,366.454630136,,,,
2019-01-03 05:19:54 UTC,422,300.863526821,,,,
2019-01-03 05:45:43 UTC,423,200.182679892,,,,
2019-01-03 06:10:03 UTC,424,214.030246019,,,,
2019-01-03 06:34:30 UTC,425,211.743569136,,,,
2019-01-03 06:58:27 UTC,426,218.369999886,,,,
2019-01-03 08:35:59 UTC,427,220.520007849,,,,
2019-01-03 09:00:35 UTC,428,218.250200987,,,,
2019-01-03 09:25:26 UTC,429,221.300019979,,,,
2019-01-03 09:48:55 UTC,430,218.920979023,,,,
2019-01-03 11:03:30 UTC,431,219.101711988,,,,
2019-01-03 11:28:12 UTC,432,216.639141083,,,,
2019-01-03 11:52:56 UTC,433,218.779500961,,,,
2019-01-03 12:43:32 UTC,434,222.401362896,,,,
2019-01-03 13:32:43 UTC,435,218.400000095,,,,
2019-01-03 13:57:42 UTC,436,221.430026054,,,,
2019-01-03 14:47:45 UTC,437,220.959338188,,,,
2019-01-03 16:02:05 UTC,438,221.845885992,,,,
2019-01-03 16:26:34 UTC,439,212.649823189,,,,
2019-01-03 16:55:37 UTC,440,645.010005951,,,,
2019-01-03 17:07:09 UTC,441,418.210010052,,,,
2019-01-03 17:17:17 UTC,442,292.583514929,,,,
2019-01-03 17:42:41 UTC,443,199.238631964,,,,
2019-01-03 18:07:58 UTC,444,214.965793848,,,,
2019-01-03 18:33:05 UTC,445,212.719981909,,,,
2019-01-03 18:57:58 UTC,446,217.656574011,,,,
2019-01-03 19:47:38 UTC,447,213.460004091,,,,
2019-01-03 20:43:23 UTC,448,191.881278038,,,,
2019-01-03 21:36:47 UTC,449,220.479507923,,,,
2019-01-03 23:01:49 UTC,450,218.550004959,,,,
2019-01-03 23:40:09 UTC,451,217.345165014,,,,
2019-01-04 00:20:00 UTC,452,227.760008097,,,,
2019-01-04 01:00:49 UTC,453,225.512984037,,,,
2019-01-04 01:37:53 UTC,454,220.407573938,,,,
2019-01-04 02:18:47 UTC,455,224.640002012,,,,
2019-01-04 02:58:02 UTC,456,224.777641058,,,,
2019-01-04 05:03:15 UTC,457,231.134712934,,,,
2019-01-04 05:26:38 UTC,458,224.963896036,,,,
2019-01-04 05:49:54 UTC,459,216.629955053,,,,
2019-01-04 07:27:11 UTC,460,229.609405041,,,,
2019-01-04 07:50:33 UTC,461,220.760506153,,,,
2019-01-04 08:14:55 UTC,462,217.339973927,,,,
2019-01-04 08:39:51 UTC,463,221.51701498,,,,
2019-01-04 09:03:53 UTC,464,220.642824173,,,,
2019-01-04 09:28:49 UTC,465,221.021594048,,,,
2019-01-04 10:25:11 UTC,466,208.741985083,,,,
2019-01-04 10:50:16 UTC,467,211.620922804,,,,
2019-01-04 11:42:01 UTC,468,220.536349058,,,,
2019-01-04 12:07:17 UTC,469,221.590013027,,,,
2019-01-04 12:32:33 UTC,470,216.610029936,,,,
2019-01-04 12:58:23 UTC,471,221.62118578,,,,
2019-01-04 13:50:25 UTC,472,216.182733059,,,,
2019-01-04 14:16:25 UTC,473,224.706212044,,,,
2019-01-04 15:07:31 UTC,474,215.520148993,,,,
2019-01-04 15:33:10 UTC,475,220.118788004,,,,
2019-01-04 15:58:44 UTC,476,218.237466097,,,,
2019-01-04 16:24:06 UTC,477,220.72716403,,,,
2019-01-04 17:16:02 UTC,478,221.54893899,,,,
2019-01-04 17:40:49 UTC,479,668.979999065,,,,
2019-01-04 17:51:21 UTC,480,349.369129896,,,,
2019-01-04 18:33:04 UTC,481,202.821479082,,,,
